congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,21739,61,1.0,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.197,0.179,-43.64708,0.94684,799,16,,-0.333,0.404
116,House,21757,61,8.0,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.613,-0.099,-110.53409,0.86989,793,54,,0.591,0.019
116,House,21968,61,9.0,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.287,0.103,-23.21242,0.97172,809,7,,-0.313,-0.042
116,House,21106,42,1.0,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.432,0.487,-84.15054,0.89333,746,34,,0.508,0.518
116,House,21108,42,3.0,AR,200,,,"WOMACK, Steve",W000809,1957,,0.356,0.574,-70.02437,0.91728,811,26,,0.382,0.599
116,House,21503,42,2.0,AR,200,,,"HILL, French",H001072,1956,,0.444,0.25,-92.83575,0.89108,805,35,,0.421,0.337
116,House,21563,42,4.0,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.549,0.346,-76.81593,0.90801,796,31,,0.557,0.395
116,House,15448,71,12.0,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.205,-1.14,0.98338,68,0,,-0.399,0.23
116,House,20104,71,28.0,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.35,-0.133,-14.93002,0.98171,809,4,,-0.427,-0.005
116,House,20108,71,53.0,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-15.76482,0.98049,800,4,,-0.341,-0.007
116,House,20307,71,22.0,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-81.10016,0.90371,801,30,,0.462,0.366
116,House,20310,71,38.0,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.507,-0.137,-13.19298,0.98338,787,5,,-0.523,-0.037
116,House,20501,71,16.0,CA,100,,,"COSTA, Jim",C001059,1952,,-0.193,0.456,-97.24319,0.88581,802,32,,-0.373,0.757
116,House,20538,71,6.0,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.157,-28.30523,0.96541,804,9,,-0.42,0.083
116,House,20702,71,9.0,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-19.97314,0.97494,787,8,,-0.428,-0.167
116,House,20703,71,23.0,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.454,0.234,-93.70451,0.88802,789,41,,0.424,0.371
116,House,20762,71,14.0,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.411,-40.9665,0.94838,773,9,,-0.316,-0.227
116,House,20903,71,4.0,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.694,-0.424,-166.96028,0.80971,791,87,,0.645,-0.386
116,House,20955,71,27.0,CA,100,,,"CHU, Judy",C001080,1953,,-0.488,-0.372,-16.16774,0.98021,809,6,,-0.437,-0.42
116,House,20958,71,3.0,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.098,-31.52786,0.96121,797,8,,-0.303,-0.032
116,House,20963,71,50.0,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1
116,House,21110,71,37.0,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-16.7454,0.97843,768,8,,-0.572,-0.369
116,House,21302,71,1.0,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.534,0.04,-122.63722,0.85554,786,51,,0.507,0.083
116,House,21303,71,2.0,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.43,-0.542,-27.75893,0.96526,785,10,,-0.428,-0.684
116,House,21304,71,7.0,CA,100,,,"BERA, Ami",B001287,1965,,-0.235,0.014,-29.46962,0.96427,810,11,,-0.363,0.303
116,House,21305,71,8.0,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-106.11394,0.87064,766,43,,0.323,0.37
116,House,21306,71,15.0,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.366,-0.093,-21.61955,0.96605,626,7,,-0.521,0.264
116,House,21308,71,26.0,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.288,0.056,-30.28831,0.96276,798,12,,-0.369,0.216
116,House,21309,71,29.0,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.385,0.01,-29.77773,0.96216,772,14,,-0.45,0.043
116,House,21311,71,36.0,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.246,0.059,-42.41971,0.94904,811,18,,-0.392,0.219
116,House,21312,71,41.0,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.272,-18.71503,0.97676,796,7,,-0.408,-0.353
116,House,21313,71,47.0,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-16.32158,0.98003,809,4,,-0.482,-0.52
116,House,21314,71,51.0,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.402,0.079,-32.78271,0.95945,792,12,,-0.554,-0.187
116,House,21315,71,52.0,CA,100,,,"PETERS, Scott",P000608,1958,,-0.183,-0.028,-60.81068,0.926,791,23,,-0.227,0.179
116,House,21504,71,11.0,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.53,-0.373,-16.06451,0.98017,802,7,,-0.453,-0.608
116,House,21506,71,31.0,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.296,0.139,-48.92193,0.94097,804,19,,-0.443,0.395
116,House,21507,71,33.0,CA,100,,,"LIEU, Ted",L000582,1969,,-0.375,-0.249,-25.36255,0.96776,774,8,,-0.592,-0.169
116,House,21508,71,35.0,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.366,0.051,-32.8648,0.95975,800,12,,-0.395,0.075
116,House,21703,71,44.0,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.515,-0.023,-22.032,0.97277,798,12,,-0.492,-0.486
116,House,21709,71,24.0,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.298,0.109,-17.88635,0.97819,811,4,,-0.357,0.077
116,House,21711,71,46.0,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.287,0.276,-59.80947,0.92779,798,26,,-0.341,0.169
116,House,21728,71,17.0,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.543,-0.281,-42.81116,0.94846,809,14,,-0.323,-0.665
116,House,21740,71,20.0,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.299,0.083,-36.37317,0.95614,811,15,,-0.306,0.238
116,House,21754,71,34.0,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.572,-0.202,-29.26777,0.96425,804,11,,-0.416,-0.569
116,House,21907,71,39.0,CA,100,,,"CISNEROS, Gil",C001123,1971,,-0.376,0.575,-48.30079,0.94197,808,16,,-0.377,0.577
116,House,21909,71,21.0,CA,100,,,"COX, TJ",C001124,1963,,-0.343,0.478,-48.50115,0.94117,800,14,,-0.344,0.479
116,House,21930,71,10.0,CA,100,,,"HARDER, Josh",H001090,1986,,-0.385,0.688,-63.17878,0.92443,804,17,,-0.386,0.763
116,House,21932,71,25.0,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113
116,House,21939,71,49.0,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.376,0.211,-20.97116,0.97447,811,7,,-0.353,0.124
116,House,21954,71,45.0,CA,100,,,"PORTER, Katie",P000618,1974,,-0.19,-0.182,-106.74719,0.87479,798,40,,-0.179,0.016
116,House,21960,71,48.0,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.336,0.559,-42.41024,0.94792,793,11,,-0.336,0.56
116,House,21988,71,25.0,CA,200,,,"GARCIA, Mike",G000061,1976,,0.369,0.081,-14.74487,0.88527,121,6,,0.386,0.447
116,House,29106,71,43.0,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.076,-55.13661,0.93364,803,18,,-0.589,0.367
116,House,29312,71,18.0,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.414,-13.59055,0.98292,789,6,,-0.395,-0.213
116,House,29317,71,40.0,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-15.44613,0.98076,795,5,,-0.399,-0.107
116,House,29323,71,42.0,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.228,-81.7446,0.90193,792,26,,0.321,0.524
116,House,29504,71,19.0,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.401,-0.432,-32.73635,0.95936,789,11,,-0.461,-0.466
116,House,29707,71,30.0,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.343,-0.142,-20.98836,0.97398,796,11,,-0.454,0.067
116,House,29778,71,13.0,CA,100,,,"LEE, Barbara",L000551,1946,,-0.681,-0.585,-25.71101,0.96845,802,11,,-0.545,-0.828
116,House,29901,71,5.0,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.064,-37.31992,0.95409,794,18,,-0.441,0.414
116,House,29903,71,32.0,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-18.33921,0.97742,803,9,,-0.479,-0.253
116,House,20704,62,5.0,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.67,0.216,-73.60012,0.91061,786,31,,0.636,0.236
116,House,20705,62,7.0,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-29.081,0.96294,770,10,,-0.301,-0.033
116,House,21111,62,3.0,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-127.84774,0.85366,808,51,,0.445,-0.0
116,House,21510,62,4.0,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.714,-0.425,-113.06266,0.85298,711,48,,0.73,-0.418
116,House,21912,62,6.0,CO,100,,,"CROW, Jason",C001121,1979,,-0.278,0.326,-47.72367,0.94278,810,23,,-0.273,0.408
116,House,21948,62,2.0,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.375,-0.355,-18.25521,0.97769,809,7,,-0.466,-0.463
116,House,29710,62,1.0,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-18.22386,0.97751,801,8,,-0.4,-0.356
116,House,20706,1,2.0,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.343,0.018,-21.70766,0.97356,810,5,,-0.36,0.014
116,House,20907,1,4.0,CT,100,,,"HIMES, James A.",H001047,1966,,-0.241,-0.234,-42.11491,0.94866,799,16,,-0.32,0.131
116,House,21931,1,5.0,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.368,-0.104,-21.10487,0.97324,778,6,,-0.372,-0.031
116,House,29109,1,3.0,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.118,-19.57767,0.9754,786,7,,-0.378,-0.042
116,House,29908,1,1.0,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.048,-17.5263,0.97833,800,6,,-0.347,0.01
116,House,21706,11,1.0,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.335,-0.135,-15.51502,0.98098,808,2,,-0.399,-0.103
116,House,21993,55,0.0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.498,-0.047,-0.22767,0.97952,11,0,,-0.412,-0.875
116,House,20316,43,25.0,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.282,0.129,-134.37633,0.84449,795,50,,0.288,0.2
116,House,20504,43,23.0,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.42,0.08,-26.70303,0.96676,790,7,,-0.356,0.108
116,House,20708,43,14.0,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.439,0.054,-16.73993,0.9795,808,5,,-0.417,-0.065
116,House,20709,43,16.0,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.113,-143.41963,0.83204,780,60,,0.342,0.003
116,House,20758,43,12.0,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.406,0.025,-125.92757,0.85126,782,58,,0.406,0.003
116,House,20909,43,8.0,FL,200,,,"POSEY, Bill",P000599,1947,,0.526,-0.334,-182.95399,0.79443,795,86,,0.538,-0.344
116,House,20959,43,22.0,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-19.78746,0.97511,785,5,,-0.394,0.062
116,House,21116,43,11.0,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.521,-0.079,-159.88224,0.80983,758,85,,0.56,-0.155
116,House,21118,43,24.0,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.479,-0.011,-12.47975,0.98314,734,4,,-0.538,0.027
116,House,21317,43,3.0,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-131.16793,0.83387,722,57,,0.715,-0.336
116,House,21321,43,21.0,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.401,-0.071,-22.7701,0.97094,772,9,,-0.345,-0.022
116,House,21712,43,13.0,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-33.59071,0.95933,809,15,,-0.29,0.282
116,House,21713,43,10.0,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.007,-20.75167,0.97461,807,6,,-0.314,0.09
116,House,21714,43,2.0,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.507,0.336,-124.18731,0.84796,753,55,,0.547,0.173
116,House,21719,43,1.0,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.611,-0.64,-202.75075,0.75219,712,98,,0.593,-0.64
116,House,21732,43,5.0,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.075,-35.0295,0.95647,787,15,,-0.262,0.073
116,House,21735,43,18.0,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.468,-0.404,-210.80077,0.76212,776,94,,0.455,-0.369
116,House,21738,43,7.0,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.121,-85.76146,0.8993,808,32,,-0.177,0.246
116,House,21742,43,19.0,FL,200,,,"ROONEY, Francis",R000607,1953,,0.501,-0.494,-268.86408,0.60612,537,133,,0.486,-0.634
116,House,21744,43,4.0,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.428,0.053,-165.04912,0.80951,781,75,,0.416,0.033
116,House,21746,43,9.0,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.374,0.156,-19.36536,0.97608,800,6,,-0.363,0.008
116,House,21947,43,26.0,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.345,0.332,-34.25115,0.9584,806,20,,-0.345,0.333
116,House,21963,43,27.0,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.352,0.021,-17.13918,0.97901,808,6,,-0.351,0.018
116,House,21967,43,15.0,FL,200,,,"SPANO, Ross",S001210,1966,,0.462,0.009,-113.84357,0.86564,789,39,,0.462,0.003
116,House,21971,43,17.0,FL,200,,,"STEUBE, William",S001214,1978,,0.678,-0.282,-129.25709,0.84783,783,59,,0.66,-0.34
116,House,21981,43,6.0,FL,200,,,"WALTZ, Michael",W000823,1974,,0.411,-0.046,-150.30314,0.8212,763,73,,0.411,-0.147
116,House,29337,43,20.0,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-14.78068,0.97652,622,4,,-0.54,0.212
116,House,15431,44,5.0,GA,100,,,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-11.00536,0.98252,624,5,,-0.449,-0.132
116,House,20321,44,13.0,GA,100,,,"SCOTT, David",S001157,1945,,-0.302,0.165,-23.53967,0.97111,803,5,,-0.361,0.123
116,House,20712,44,4.0,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.468,-0.002,-36.28441,0.95582,803,10,,-0.461,-0.075
116,House,20962,44,14.0,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-113.96483,0.85361,720,41,,0.664,0.143
116,House,21122,44,7.0,GA,200,,,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-143.25698,0.83623,801,64,,0.501,0.112
116,House,21123,44,8.0,GA,200,,,"SCOTT, Austin",S001189,1969,,0.56,0.23,-94.9516,0.88648,788,36,,0.56,0.353
116,House,21323,44,9.0,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.134,-81.58804,0.89601,743,31,,0.595,0.303
116,House,21513,44,1.0,GA,200,,,"CARTER, Buddy",C001103,1957,,0.565,0.299,-98.67115,0.88369,798,37,,0.596,0.179
116,House,21514,44,10.0,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.791,-0.235,-82.14011,0.89794,763,32,,0.856,-0.087
116,House,21515,44,11.0,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.685,-0.003,-80.65,0.89103,699,30,,0.715,0.133
116,House,21516,44,12.0,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.699,0.21,-90.50689,0.89328,802,39,,0.756,0.355
116,House,21717,44,3.0,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.596,0.141,-119.86016,0.85988,794,52,,0.655,0.165
116,House,21944,44,6.0,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.264,0.303,-56.28516,0.93279,809,20,,-0.249,0.354
116,House,21991,44,5.0,GA,100,,,"HALL, Kwanza",H001092,1971,,,,,,,,,-0.392,0.628
116,House,29339,44,2.0,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.283,0.46,-58.04108,0.92951,794,29,,-0.338,0.281
116,House,21997,94,0.0,GU,100,,,"SAN NICOLAS, Michael",S001204,1981,,-0.41,-0.52,-0.09023,0.99183,11,0,,-0.412,-0.875
116,House,20322,82,1.0,HI,100,,,"CASE, Ed",C001055,1952,,-0.196,-0.097,-51.63981,0.93801,807,17,,-0.195,0.01
116,House,21324,82,2.0,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-39.27084,0.92793,525,14,,-0.258,-0.641
116,House,21920,63,1.0,ID,200,,,"FULCHER, Russell",F000469,1962,,0.642,0.003,-97.67931,0.8852,801,39,,0.628,0.036
116,House,29910,63,2.0,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.299,0.29,-179.06417,0.79299,772,68,,0.332,0.282
116,House,20508,21,3.0,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-109.5829,0.87002,787,33,,-0.146,0.05
116,House,20749,21,11.0,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.23,-0.223,-26.408,0.96745,798,5,,-0.414,0.107
116,House,20954,21,5.0,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.322,-0.266,-19.46221,0.97582,795,6,,-0.387,-0.087
116,House,21128,21,16.0,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.236,0.378,-145.39479,0.82525,757,59,,0.297,0.211
116,House,21326,21,10.0,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.181,-0.154,-35.32481,0.95712,806,8,,-0.295,0.024
116,House,21328,21,13.0,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.28,0.165,-127.96554,0.85028,789,47,,0.234,0.341
116,House,21329,21,17.0,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.053,-27.88428,0.96616,810,8,,-0.299,0.196
116,House,21371,21,2.0,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.462,-0.013,-23.27431,0.97161,808,10,,-0.445,0.029
116,House,21519,21,12.0,IL,200,,,"BOST, Mike",B001295,1960,,0.292,0.399,-88.58319,0.88528,727,40,,0.292,0.453
116,House,21562,21,18.0,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.463,0.198,-92.59953,0.88752,776,35,,0.473,0.284
116,House,21730,21,8.0,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.317,-0.049,-32.14753,0.96099,808,13,,-0.359,0.152
116,House,21906,21,6.0,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.657,0.595,-39.74857,0.95211,810,10,,-0.402,0.253
116,House,21921,21,4.0,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.448,-0.83,-27.39657,0.96658,806,11,,-0.459,-0.784
116,House,21979,21,14.0,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.523,0.558,-45.78298,0.94471,805,14,,-0.552,0.641
116,House,29346,21,1.0,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.204,-23.64224,0.97003,777,6,,-0.48,-0.16
116,House,29717,21,7.0,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.265,-15.7658,0.98024,790,3,,-0.483,-0.316
116,House,29718,21,15.0,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-98.57355,0.87925,766,45,,0.395,0.308
116,House,29911,21,9.0,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.604,-0.27,-16.63524,0.97945,801,6,,-0.517,-0.479
116,House,15124,22,1.0,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-25.35942,0.96899,805,5,,-0.453,0.212
116,House,20757,22,7.0,IN,100,,,"CARSON, André",C001072,1974,,-0.429,0.056,-40.25105,0.95129,806,12,,-0.548,0.289
116,House,21132,22,8.0,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.41,0.264,-94.96575,0.88551,781,39,,0.452,0.298
116,House,21330,22,2.0,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-86.07111,0.8959,783,38,,0.39,0.371
116,House,21331,22,5.0,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-134.01795,0.8412,775,65,,0.326,0.176
116,House,21702,22,3.0,IN,200,,,"BANKS, James E.",B001299,1979,,0.647,0.006,-112.21919,0.87003,806,56,,0.634,0.029
116,House,21725,22,9.0,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.418,-0.246,-203.63671,0.77227,788,98,,0.403,-0.309
116,House,21903,22,4.0,IN,200,,,"BAIRD, James",B001307,1945,,0.463,0.419,-83.41105,0.90192,808,37,,0.427,0.668
116,House,21952,22,6.0,IN,200,,,"PENCE, Gregory",P000615,1956,,0.533,0.036,-113.66399,0.86693,796,50,,0.457,0.357
116,House,20325,31,4.0,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-190.61697,0.77372,743,87,,0.583,-0.184
116,House,20720,31,2.0,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-28.98965,0.96415,794,8,,-0.3,0.214
116,House,21902,31,3.0,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.249,0.528,-80.01665,0.90459,798,37,,-0.239,0.568
116,House,21918,31,1.0,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.224,0.501,-79.52809,0.90626,808,41,,-0.224,0.501
116,House,21734,32,1.0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.573,0.22,-121.92715,0.85408,773,56,,0.546,0.091
116,House,21750,32,4.0,KS,200,,,"ESTES, Ron",E000298,1956,,0.64,0.035,-99.68694,0.88257,798,45,,0.622,0.087
116,House,21914,32,3.0,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.26,0.262,-57.90991,0.93075,807,22,,-0.25,0.206
116,House,21982,32,2.0,KS,200,,,"WATKINS, Steve",W000824,1976,,0.549,0.079,-114.0218,0.86747,802,52,,0.549,0.079
116,House,14854,51,5.0,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.338,0.12,-89.95226,0.89352,799,27,,0.336,0.593
116,House,20723,51,3.0,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.274,-20.37809,0.97488,801,6,,-0.444,-0.161
116,House,20916,51,2.0,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.421,0.283,-72.73109,0.9133,802,28,,0.442,0.455
116,House,21333,51,6.0,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.476,0.321,-103.34626,0.87781,793,44,,0.497,0.293
116,House,21565,51,1.0,KY,200,,,"COMER, James",C001108,1972,,0.593,-0.016,-131.37381,0.84925,804,68,,0.638,0.028
116,House,31102,51,4.0,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.678,-0.735,-237.36629,0.73934,786,102,,0.919,-0.395
116,House,20759,45,1.0,LA,200,,,"SCALISE, Steve",S001176,1965,,0.554,0.18,-84.10745,0.90032,801,36,,0.577,0.298
116,House,21137,45,2.0,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-40.67477,0.94742,753,15,,-0.657,0.462
116,House,21522,45,5.0,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.541,0.257,-62.96669,0.87964,491,29,,0.607,0.154
116,House,21523,45,6.0,LA,200,,,"GRAVES, Garret",G000577,1972,,0.444,0.009,-128.55287,0.84965,789,58,,0.42,-0.016
