congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,President,99912,99,0,USA,200,0,0,"TRUMP, Donald John",,1946,,0.403,0.162,,,,,,,
117,President,99913,99,0,USA,100,0,0,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.32,0.283,,,,,,,
117,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.36,0.463,-74.23598,0.89924,699,24,,0.422,0.539
117,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.393,0.402,-22.40082,0.96907,713,9,,-0.498,0.489
117,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.646,-0.404,-141.85497,0.81727,703,66,,0.684,-0.27
117,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.682,0.091,-85.73781,0.88715,716,38,,0.654,0.305
117,House,22108,41,1,AL,200,,,"CARL, Jerry L.",C001054,1958,,0.524,0.521,-57.92576,0.9227,720,26,,0.524,0.521
117,House,22140,41,2,AL,200,,,"MOORE, Barry",M001212,1966,,0.633,-0.076,-108.45818,0.85852,711,60,,0.633,-0.076
117,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.38,0.576,-118.26127,0.84736,714,45,,0.54,0.326
117,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.283,0.022,-83.13235,0.81484,406,33,,0.255,0.047
117,House,21995,93,0,AS,200,,,"RADEWAGEN, Aumua Amata Coleman",R000600,1947,,0.413,0.014,,,,,,,
117,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.256,-10.64972,0.98524,716,4,,-0.533,-0.309
117,House,20902,61,2,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.169,-0.011,-30.3178,0.95893,723,14,,-0.462,0.234
117,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.697,-0.482,-123.74291,0.84006,710,58,,0.742,-0.557
117,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.577,-0.292,-122.41913,0.84404,722,54,,0.556,-0.235
117,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.45,0.026,-17.25838,0.97635,721,9,,-0.493,0.341
117,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.849,-0.528,-103.98058,0.865,717,46,,0.779,-0.626
117,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.197,0.179,-19.91187,0.97265,718,6,,-0.297,0.492
117,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.613,-0.099,-105.75936,0.85048,653,41,,0.617,-0.156
117,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.287,0.103,-23.5838,0.96799,725,10,,-0.261,0.249
117,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.432,0.487,-65.47271,0.91285,718,29,,0.538,0.509
117,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.356,0.574,-60.14189,0.92039,725,28,,0.354,0.516
117,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.444,0.25,-55.91211,0.92498,717,21,,0.417,0.302
117,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.549,0.346,-56.367,0.92409,714,19,,0.539,0.353
117,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.205,-0.33355,0.99686,106,0,,-0.484,0.226
117,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.35,-0.133,-14.12104,0.98071,725,6,,-0.453,-0.171
117,House,20107,71,50,CA,200,,,"ISSA, Darrell",I000056,1953,,0.496,-0.046,-84.4799,0.88631,700,31,,0.438,0.22
117,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-18.62697,0.95129,373,6,,0.456,0.68
117,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.507,-0.137,-10.17831,0.98594,719,4,,-0.455,-0.182
117,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.193,0.456,-35.54226,0.9509,706,9,,-0.243,0.171
117,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.157,-16.87601,0.97667,715,7,,-0.461,-0.035
117,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-17.62987,0.97591,723,6,,-0.432,-0.145
117,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.454,0.234,-52.74971,0.92888,715,17,,0.425,0.473
117,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.411,-40.9349,0.94191,684,10,,-0.388,-0.114
117,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.694,-0.424,-188.46128,0.76543,705,91,,0.621,-0.418
117,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.488,-0.372,-9.87549,0.98643,723,2,,-0.558,-0.251
117,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.098,-24.52287,0.96642,718,9,,-0.314,-0.183
117,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-20.10755,0.97204,709,3,,-0.558,-0.011
117,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.534,0.04,-122.29009,0.83971,700,52,,0.526,-0.067
117,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.43,-0.542,-12.0668,0.98336,719,4,,-0.533,-0.449
117,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.235,0.014,-18.25362,0.9744,704,6,,-0.369,0.135
117,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.366,-0.093,-18.63473,0.97445,720,6,,-0.295,-0.044
117,House,21307,71,21,CA,200,,,"VALADAO, David G.",V000129,1977,,0.262,0.387,-64.17353,0.91358,710,22,,0.283,0.314
117,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.288,0.056,-13.58783,0.98125,718,1,,-0.393,0.224
117,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.385,0.01,-17.54338,0.97573,714,9,,-0.564,0.041
117,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.246,0.059,-22.34635,0.96961,724,12,,-0.487,0.298
117,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.272,-14.22668,0.98035,717,8,,-0.464,-0.382
117,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-21.82246,0.97015,720,8,,-0.404,-0.502
117,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.402,0.079,-16.94766,0.97664,717,7,,-0.536,-0.054
117,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.183,-0.028,-25.23372,0.96537,716,9,,-0.262,0.291
117,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.53,-0.373,-11.48085,0.9842,721,5,,-0.53,-0.375
117,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.296,0.139,-14.65273,0.97994,723,5,,-0.429,0.312
117,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.375,-0.249,-15.51805,0.97865,719,5,,-0.435,-0.13
117,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.366,0.051,-15.71143,0.97824,714,6,,-0.494,0.348
117,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.515,-0.023,-12.55508,0.98262,716,4,,-0.507,-0.253
117,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.298,0.109,-20.07981,0.97268,725,11,,-0.289,-0.029
117,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.287,0.276,-33.58987,0.9546,723,16,,-0.482,0.337
117,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.543,-0.281,-16.97301,0.97673,721,9,,-0.327,-0.431
117,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.299,0.083,-30.45146,0.95887,725,14,,-0.251,0.171
117,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.572,-0.202,-16.00374,0.97802,720,6,,-0.399,-0.54
117,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.385,0.688,-22.67507,0.96908,722,9,,-0.37,0.46
117,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.376,0.211,-17.1115,0.97667,725,9,,-0.416,0.353
117,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.19,-0.182,-41.55543,0.94414,723,16,,-0.275,-0.417
117,House,21988,71,25,CA,200,,,"GARCIA, Mike",G000061,1976,,0.369,0.081,-90.28632,0.88184,718,36,,0.364,0.045
117,House,22126,71,53,CA,100,,,"JACOBS, Sara",J000305,1989,,-0.325,-0.459,-15.046,0.97912,713,8,,-0.325,-0.459
117,House,22129,71,39,CA,200,,,"KIM, Young",K000397,1962,,0.27,0.254,-79.47546,0.89577,722,37,,0.27,0.254
117,House,22145,71,8,CA,200,,,"OBERNOLTE, Jay",O000019,1970,,0.312,0.289,-103.25657,0.8664,720,46,,0.312,0.289
117,House,22152,71,48,CA,200,,,"STEEL, Michelle",S001135,1955,,0.357,0.352,-64.21314,0.91422,716,29,,0.357,0.353
117,House,22164,71,22,CA,200,,,"CONWAY, Connie",C001128,1950,,0.431,0.199,-11.77113,0.90802,122,6,,0.431,0.199
117,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.076,-45.51903,0.93756,706,18,,-0.885,-0.021
117,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.414,-22.97588,0.96855,719,10,,-0.361,-0.13
117,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-24.45169,0.96666,721,11,,-0.429,0.179
117,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.228,-63.84798,0.91434,713,32,,0.35,0.421
117,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.401,-0.432,-22.3339,0.96925,715,8,,-0.343,-0.188
117,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.343,-0.142,-16.51611,0.97738,722,5,,-0.424,0.111
117,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.681,-0.585,-13.84128,0.98088,717,4,,-0.508,-0.595
117,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.064,-19.89948,0.97285,723,8,,-0.292,-0.087
117,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-9.61297,0.98681,724,2,,-0.461,-0.204
117,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.67,0.216,-89.59039,0.88208,714,39,,0.606,0.177
117,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-21.26804,0.97109,725,11,,-0.348,0.038
117,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.714,-0.425,-140.72287,0.81812,701,78,,0.676,-0.426
117,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.278,0.326,-23.69744,0.96771,722,10,,-0.334,0.227
117,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.375,-0.355,-14.07385,0.98075,724,5,,-0.309,-0.311
117,House,22103,62,3,CO,200,,,"BOEBERT, Lauren",B000825,1986,,0.784,-0.594,-102.19123,0.86524,706,49,,0.784,-0.594
117,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-18.88312,0.97415,721,9,,-0.368,-0.261
117,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.343,0.018,-26.85954,0.96363,725,15,,-0.275,-0.044
117,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.241,-0.234,-41.9707,0.94353,722,14,,-0.202,-0.195
117,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.368,-0.104,-32.04584,0.95676,725,13,,-0.371,-0.154
117,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.118,-56.18651,0.92493,720,17,,-0.25,-0.303
117,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.048,-33.41896,0.9544,716,12,,-0.278,-0.112
117,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.335,-0.135,-17.99958,0.97545,724,9,,-0.376,-0.166
117,House,21993,55,0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.498,-0.047,-0.22767,0.97952,11,0,,-0.412,-0.875
117,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.282,0.129,-73.43346,0.90161,709,24,,0.309,0.304
117,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.42,0.08,-25.3894,0.96554,724,12,,-0.361,0.237
117,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.439,0.054,-25.56592,0.96488,715,13,,-0.513,0.321
117,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.113,-80.5158,0.89293,711,22,,0.424,0.211
117,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.406,0.025,-66.84852,0.9111,718,22,,0.428,0.082
117,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.526,-0.334,-136.07525,0.82195,694,56,,0.547,-0.33
117,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-13.44105,0.9806,686,6,,-0.469,0.307
117,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.521,-0.079,-108.96868,0.84738,658,54,,0.567,-0.106
117,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.479,-0.011,-16.60515,0.97714,718,9,,-0.583,0.133
117,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.401,-0.071,-21.51615,0.97044,717,13,,-0.533,0.185
117,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-21.60907,0.97051,722,10,,-0.26,0.273
117,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.007,-35.2942,0.95242,724,18,,-0.239,0.2
117,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.507,0.336,-65.69038,0.91187,712,23,,0.451,0.533
117,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.611,-0.64,-222.32288,0.73051,708,93,,0.573,-0.737
117,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.075,-26.38286,0.96412,722,10,,-0.343,0.16
117,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.468,-0.404,-165.7375,0.7905,705,88,,0.529,-0.4
117,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.121,-54.37582,0.92271,676,19,,-0.18,0.327
117,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.428,0.053,-131.06034,0.82836,696,51,,0.473,-0.04
117,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.374,0.156,-27.77827,0.96231,723,13,,-0.294,0.169
117,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.678,-0.282,-117.14456,0.84927,717,44,,0.726,-0.176
117,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.411,-0.046,-71.14969,0.90515,714,22,,0.432,0.157
117,House,22107,43,3,FL,200,,,"CAMMACK, Kat",C001039,1988,,0.607,-0.172,-113.20781,0.85375,716,52,,0.607,-0.172
117,House,22111,43,19,FL,200,,,"DONALDS, Byron",D000032,1978,,0.645,-0.157,-98.13553,0.86884,698,46,,0.645,-0.157
117,House,22116,43,15,FL,200,,,"FRANKLIN, C. Scott",F000472,1964,,0.604,0.17,-80.29624,0.89363,714,34,,0.604,0.17
117,House,22118,43,26,FL,200,,,"GIMENEZ, Carlos A.",G000593,1954,,0.3,0.156,-79.09422,0.89637,723,28,,0.3,0.156
117,House,22150,43,27,FL,200,,,"SALAZAR, Maria Elvira",S000168,1961,,0.267,0.052,-107.74444,0.85846,706,47,,0.267,0.053
117,House,22163,43,20,FL,100,,,"CHERFILUS-MCCORMICK, Sheila",C001127,1979,,-0.629,0.47,-10.45086,0.96919,334,7,,-0.629,0.469
117,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-1.0145,0.988,84,0,,-0.567,-0.227
117,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.302,0.165,-18.63876,0.9743,716,6,,-0.43,0.366
117,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.468,-0.002,-17.99306,0.97491,708,7,,-0.428,-0.292
117,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.56,0.23,-53.58147,0.92671,704,21,,0.528,0.371
117,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.565,0.299,-56.15804,0.9204,677,19,,0.522,0.372
117,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.791,-0.235,-110.12419,0.84905,673,58,,0.745,-0.415
117,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.685,-0.003,-88.17054,0.88021,691,48,,0.676,-0.01
117,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.699,0.21,-92.60123,0.87691,705,43,,0.742,0.207
117,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.596,0.141,-88.78064,0.88323,715,39,,0.554,0.092
117,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.264,0.303,-26.17182,0.9645,724,12,,-0.359,0.305
117,House,22104,44,7,GA,100,,,"BOURDEAUX, Carolyn",B001312,1970,,-0.301,0.459,-33.81009,0.95444,725,12,,-0.301,0.459
117,House,22110,44,9,GA,200,,,"CLYDE, Andrew S.",C001116,1963,,0.78,-0.147,-101.61328,0.8656,704,44,,0.779,-0.147
117,House,22121,44,14,GA,200,,,"GREENE, Marjorie Taylor",G000596,1974,,0.8,-0.6,-80.6126,0.89224,707,32,,0.798,-0.603
117,House,22156,44,5,GA,100,,,"WILLIAMS, Nikema",W000788,1978,,-0.385,-0.42,-11.69549,0.98398,724,4,,-0.385,-0.42
117,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.283,0.46,-26.21165,0.96415,718,13,,-0.405,0.385
117,House,21997,94,0,GU,100,,,"SAN NICOLAS, Michael",S001204,1981,,-0.41,-0.52,-0.09023,0.99183,11,0,,-0.412,-0.875
117,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.196,-0.097,-39.0109,0.94705,717,13,,-0.188,0.048
117,House,22128,82,2,HI,100,,,"KAHELE, Kaialiʻi",K000396,1974,,-0.352,0.048,-17.28071,0.97628,720,8,,-0.352,0.048
117,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1962,,0.642,0.003,-101.30009,0.86197,682,45,,0.662,0.019
117,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.299,0.29,-87.14234,0.88136,690,36,,0.318,0.376
117,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.23,-0.223,-21.89472,0.97017,723,7,,-0.355,-0.071
117,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.322,-0.266,-17.52874,0.97608,724,7,,-0.372,-0.019
117,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.236,0.378,-148.72502,0.75126,520,73,,0.14,0.472
117,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.181,-0.154,-28.43863,0.96138,722,14,,-0.417,0.554
117,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.28,0.165,-86.0797,0.88444,701,35,,0.299,0.134
117,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.053,-25.22056,0.96431,694,11,,-0.261,0.344
117,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.462,-0.013,-18.68063,0.97446,722,9,,-0.532,-0.05
117,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.292,0.399,-97.22494,0.86945,695,46,,0.338,0.122
117,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.463,0.198,-56.67533,0.9243,720,19,,0.469,0.305
117,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.317,-0.049,-23.54795,0.968,724,10,,-0.319,0.106
117,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.657,0.595,-66.11019,0.91012,702,21,,-0.822,0.569
117,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.448,-0.83,-23.55008,0.96782,720,8,,-0.437,-0.846
117,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.523,0.558,-17.39712,0.97626,724,9,,-0.459,0.357
117,House,22138,21,15,IL,200,,,"MILLER, Mary E.",M001211,1959,,0.8,-0.263,-101.76756,0.85849,667,46,,0.8,-0.263
117,House,22144,21,3,IL,100,,,"NEWMAN, Marie",N000192,1964,,-0.591,-0.3,-10.01338,0.98623,722,5,,-0.591,-0.3
117,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.204,-11.95553,0.98362,724,5,,-0.553,-0.161
117,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.265,-11.381,0.98414,712,4,,-0.493,-0.342
117,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.604,-0.27,-21.73338,0.9701,716,9,,-0.346,-0.474
117,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.429,0.056,-17.19485,0.9765,723,10,,-0.373,-0.018
117,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.41,0.264,-53.84615,0.92706,711,21,,0.428,0.346
117,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-54.20181,0.92748,720,16,,0.477,0.339
117,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.647,0.006,-102.27952,0.86549,708,48,,0.666,0.041
117,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.418,-0.246,-134.76103,0.81974,678,56,,0.422,-0.229
117,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945,,0.463,0.419,-71.98788,0.9051,722,23,,0.493,0.29
117,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956,,0.533,0.036,-125.16479,0.833,685,50,,0.606,0.006
117,House,22142,22,1,IN,100,,,"MRVAN, Frank J.",M001214,1969,,-0.298,0.243,-15.44889,0.97883,722,7,,-0.298,0.243
117,House,22151,22,5,IN,200,,,"SPARTZ, Victoria",S000929,1978,,0.428,0.059,-71.0443,0.9044,707,21,,0.428,0.059
117,House,21902,31,3,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.249,0.528,-19.9625,0.9728,724,5,,-0.289,0.437
117,House,22113,31,4,IA,200,,,"FEENSTRA, Randy",F000446,1969,,0.436,0.303,-51.22381,0.93169,724,17,,0.436,0.303
117,House,22124,31,1,IA,200,,,"HINSON, Ashley",H001091,1983,,0.38,0.051,-95.98481,0.876,725,32,,0.38,0.051
117,House,22139,31,2,IA,200,,,"MILLER-MEEKS, Mariannette",M001215,1955,,0.296,0.387,-68.90927,0.90824,716,30,,0.296,0.387
117,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.64,0.035,-82.46404,0.88673,686,48,,0.715,0.125
117,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.26,0.262,-20.95162,0.97148,724,6,,-0.278,0.356
117,House,22130,32,2,KS,200,,,"LATURNER, Jake",L000266,1988,,0.499,0.411,-42.47363,0.94256,718,13,,0.499,0.411
117,House,22134,32,1,KS,200,,,"MANN, Tracey",M000871,1976,,0.688,0.211,-82.14454,0.89288,725,36,,0.688,0.211
117,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.338,0.12,-68.52672,0.90921,720,29,,0.352,0.546
117,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.274,-15.86419,0.97643,665,5,,-0.345,-0.354
117,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.421,0.283,-42.49928,0.94291,723,16,,0.426,0.385
117,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.476,0.321,-54.37786,0.92677,715,22,,0.417,0.392
117,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.593,-0.016,-120.62972,0.84574,720,57,,0.538,-0.095
117,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.678,-0.735,-160.3867,0.79418,696,66,,0.671,-0.742
117,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.554,0.18,-53.85019,0.92616,702,18,,0.509,0.32
117,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-0.00248,0.99982,14,0,,-0.387,-0.04
117,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.444,0.009,-79.44572,0.89428,711,26,,0.405,0.314
117,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.617,-0.31,-165.86084,0.76981,634,81,,0.644,-0.404
117,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.561,0.003,-85.12861,0.88425,692,39,,0.592,0.133
117,House,22157,45,5,LA,200,,,"LETLOW, Julia",L000595,1981,,0.419,0.48,-47.01438,0.92798,629,15,,0.419,0.48
117,House,22158,45,2,LA,100,,,"CARTER, Troy",C001125,1963,,-0.38,0.163,-18.29467,0.97021,605,10,,-0.38,0.163
117,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.42,-0.376,-23.48626,0.96804,723,9,,-0.384,-0.155
117,House,21923,2,2,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.114,0.353,-113.21687,0.85066,700,50,,-0.106,0.355
117,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.119,-15.35449,0.97855,708,6,,-0.46,0.362
